"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","ENVCAUSE (CODE)","ENVCAUSE (DISPLAY)","ENVCAUSE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ITA","Italy","","MLE","Male","","","","","20[ 15-24]","19.59050","15.32785","24.49029","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","JAM","Jamaica","","FMLE","Female","","","","","21[ 15-29]","21.29940","15.14463","29.09411","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KGZ","Kyrgyzstan","","FMLE","Female","","","","","87[ 61-120]","86.92802","60.50496","119.52509","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KHM","Cambodia","","BTSX","Both sexes","","","","","150[ 136-163]","149.84821","136.47723","163.00848","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","LBN","Lebanon","","BTSX","Both sexes","","","","","51[ 43-60]","51.35315","42.73998","59.69859","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","LBN","Lebanon","","MLE","Male","","","","","61[ 51-71]","61.21495","50.92923","71.21665","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LSO","Lesotho","","BTSX","Both sexes","","","","","178[ 155-203]","177.57582","155.06136","202.62917","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LSO","Lesotho","","MLE","Male","","","","","196[ 167-228]","196.39323","167.02318","228.10986","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","LTU","Lithuania","","FMLE","Female","","","","","23[ 15-33]","22.76363","14.93431","32.57495","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MDA","Republic of Moldova","","MLE","Male","","","","","102[ 77-149]","101.66731","76.73495","148.53711","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MDG","Madagascar","","FMLE","Female","","","","","153[ 140-164]","152.83972","140.31834","164.16786","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MLT","Malta","","FMLE","Female","","","","","15[ 11-20]","15.07687","11.12123","20.00376","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","MMR","Myanmar","","BTSX","Both sexes","","","","","156[ 140-172]","156.37128","140.19566","171.80061","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MUS","Mauritius","","BTSX","Both sexes","","","","","38[ 27-65]","38.25329","27.12679","65.15314","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MUS","Mauritius","","MLE","Male","","","","","50[ 36-85]","49.85271","36.13116","85.22179","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NGA","Nigeria","","MLE","Male","","","","","301[ 265-331]","300.92685","264.54230","331.40829","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","NIC","Nicaragua","","FMLE","Female","","","","","50[ 43-57]","50.01863","43.16723","57.04551","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","OMN","Oman","","FMLE","Female","","","","","43[ 35-69]","43.09605","34.76942","68.81163","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","PAK","Pakistan","","BTSX","Both sexes","","","","","174[ 152-194]","173.59302","152.13791","194.32394","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","POL","Poland","","BTSX","Both sexes","","","","","38[ 30-46]","37.87426","30.10298","45.77636","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","POL","Poland","","MLE","Male","","","","","53[ 45-62]","53.32936","44.67715","62.03702","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ROU","Romania","","BTSX","Both sexes","","","","","59[ 39-98]","59.31176","39.00126","98.18933","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ROU","Romania","","MLE","Male","","","","","79[ 53-129]","78.50214","52.95435","129.09137","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","RUS","Russian Federation","","FMLE","Female","","","","","33[ 24-45]","33.48475","24.38987","44.70400","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SEN","Senegal","","MLE","Male","","","","","172[ 147-197]","171.64468","146.89461","196.52040","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","SGP","Singapore","","FMLE","Female","","","","","19[ 14-26]","19.39020","13.87506","25.69172","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SRB","Serbia","","FMLE","Female","","","","","47[ 31-65]","46.69228","31.27975","65.48607","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SSD","South Sudan","","BTSX","Both sexes","","","","","165[ 149-179]","165.11290","148.88269","179.45354","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SWE","Sweden","","BTSX","Both sexes","","","","","7[ 4-11]","7.16450","4.48621","10.93886","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SWE","Sweden","","MLE","Male","","","","","9[ 6-12]","8.69278","5.69468","12.47112","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TGO","Togo","","MLE","Male","","","","","267[ 241-292]","267.11404","241.03192","292.02951","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","THA","Thailand","","FMLE","Female","","","","","47[ 34-59]","46.50912","34.47726","59.09264","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","TTO","Trinidad and Tobago","","FMLE","Female","","","","","30[ 25-36]","30.05911","24.70416","36.35235","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","TUN","Tunisia","","BTSX","Both sexes","","","","","56[ 48-65]","56.12068","48.47036","64.88407","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","URY","Uruguay","","BTSX","Both sexes","","","","","18[ 13-24]","17.50504","12.70672","24.47671","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AMR","Americas","","URY","Uruguay","","MLE","Male","","","","","25[ 19-34]","25.01266","18.61052","33.93216","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","VNM","Viet Nam","","BTSX","Both sexes","","","","","64[ 55-75]","64.47828","54.72062","75.04037","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","","","","95[ 81-110]","95.12555","81.00969","109.95011","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZMB","Zambia","","MLE","Male","","","","","134[ 119-149]","134.04933","118.84888","148.62648","","",""
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3793","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZWE","Zimbabwe","","FMLE","Female","","","","","133[ 119-147]","132.99263","118.84110","146.89035","","",""
